R,G,B,hue,High_or_Low
27,25,23,0.6,Low group
-29,-27,-24,0.6,Low group
0,-6,-17,0.6,Low group
10,10,10,0.6,Low group
-15,-18,-23,0.6,Low group
13,12,11,0.6,Low group
15,14,14,0.6,Low group
-7,-13,-23,0.6,Low group
9,10,11,0.6,Low group
-18,-15,-9,0.6,Low group
3,12,25,0.6,Low group
-5,-1,3,0.6,Low group
-3,1,10,0.6,Low group
6,3,0,0.6,Low group
-2,0,3,0.6,Low group
-12,-6,3,0.6,Low group
23,18,12,0.6,Low group
21,16,8,0.6,Low group
10,4,-5,0.6,Low group
0,9,23,0.6,Low group
-18,-14,-7,0.6,Low group
0,-5,-13,0.6,Low group
25,19,11,0.6,Low group
-5,-12,-21,0.6,Low group
-4,-9,-18,0.6,Low group
9,4,-3,0.6,Low group
12,5,-4,0.6,Low group
14,15,17,0.6,Low group
-5,0,11,0.6,Low group
16,11,4,0.6,Low group
14,13,13,0.6,Low group
-11,-10,-9,0.6,Low group
-12,-11,-8,0.6,Low group
-17,-13,-7,0.6,Low group
15,15,16,0.6,Low group
28,24,18,0.6,Low group
1,-5,-16,0.6,Low group
12,12,14,0.6,Low group
-4,-9,-16,0.6,Low group
-14,-17,-21,0.6,Low group
14,9,2,0.6,Low group
-7,0,13,0.6,Low group
13,5,-5,0.6,Low group
-2,-10,-21,0.6,Low group
0,-1,-3,0.6,Low group
-5,-10,-17,0.6,Low group
21,17,10,0.6,Low group
1,1,2,0.6,Low group
-22,-17,-10,0.6,Low group
-3,-9,-17,0.6,Low group
22,22,23,0.6,Low group
30,27,24,0.6,Low group
-3,0,6,0.6,Low group
-10,-9,-5,0.6,Low group
12,16,22,0.6,Low group
-14,-16,-20,0.6,Low group
-9,-5,1,0.6,Low group
5,5,6,0.6,Low group
21,17,12,0.6,Low group
1,-6,-16,0.6,Low group
0,0,0,0.6,Low group
8,0,-11,0.6,Low group
20,15,7,0.6,Low group
22,23,24,0.6,Low group
-13,-12,-10,0.6,Low group
-19,-17,-14,0.6,Low group
-16,-13,-9,0.6,Low group
-5,-12,-23,0.6,Low group
-4,-9,-16,0.6,Low group
-9,-15,-23,0.6,Low group
-3,-9,-18,0.6,Low group
7,8,10,0.6,Low group
6,12,22,0.6,Low group
-13,-13,-12,0.6,Low group
5,-2,-13,0.6,Low group
-12,-15,-17,0.6,Low group
23,17,10,0.6,Low group
-1,-10,-22,0.6,Low group
9,8,7,0.6,Low group
4,2,-1,0.6,Low group
-8,-2,7,0.6,Low group
8,14,24,0.6,Low group
6,2,-2,0.6,Low group
7,11,17,0.6,Low group
-5,-4,-1,0.6,Low group
8,5,0,0.6,Low group
7,0,-12,0.6,Low group
2,-4,-12,0.6,Low group
-13,-14,-15,0.6,Low group
0,1,4,0.6,Low group
-4,-1,3,0.6,Low group
3,3,4,0.6,Low group
-8,-15,-24,0.6,Low group
-6,-8,-10,0.6,Low group
25,20,14,0.6,Low group
-4,-9,-15,0.6,Low group
2,-3,-12,0.6,Low group
-17,-16,-12,0.6,Low group
-7,-5,-1,0.6,Low group
-1,4,13,0.6,Low group
0,-4,-9,0.6,Low group
0,-5,-14,0.6,Low group
0,0,0,0.6,Low group
-2,3,12,0.6,Low group
-17,-14,-8,0.6,Low group
-9,-7,-3,0.6,Low group
2,0,-1,0.6,Low group
-5,0,8,0.6,Low group
-1,-8,-19,0.6,Low group
-7,-12,-19,0.6,Low group
-10,-5,3,0.6,Low group
-3,5,19,0.6,Low group
0,5,13,0.6,Low group
-30,-27,-23,0.6,Low group
22,16,7,0.6,Low group
-1,-11,-25,0.6,Low group
8,12,19,0.6,Low group
7,10,15,0.6,Low group
13,11,7,0.6,Low group
-3,-6,-9,0.6,Low group
-16,-20,-24,0.6,Low group
13,14,17,0.6,Low group
5,0,-5,0.6,Low group
15,11,6,0.6,Low group
23,19,14,0.6,Low group
11,14,20,0.6,Low group
-6,-9,-14,0.6,Low group
-27,-24,-19,0.6,Low group
-17,-17,-16,0.6,Low group
4,4,6,0.6,Low group
0,4,12,0.6,Low group
13,10,6,0.6,Low group
21,17,11,0.6,Low group
-18,-19,-19,0.6,Low group
-3,-3,-4,0.6,Low group
6,9,15,0.6,Low group
-3,-7,-12,0.6,Low group
-11,-12,-13,0.6,Low group
9,6,2,0.6,Low group
19,17,14,0.6,Low group
16,10,2,0.6,Low group
-16,-15,-13,0.6,Low group
-2,0,3,0.6,Low group
-21,-17,-10,0.6,Low group
-6,-12,-21,0.6,Low group
6,6,6,0.6,Low group
24,23,22,0.6,Low group
21,16,10,0.6,Low group
1,2,4,0.6,Low group
-10,-14,-19,0.6,Low group
-2,-7,-14,0.6,Low group
-1,-9,-21,0.6,Low group
-21,-18,-13,0.6,Low group
-12,-16,-21,0.6,Low group
26,25,24,0.6,Low group
-15,-14,-13,0.6,Low group
0,-4,-12,0.6,Low group
-10,-16,-24,0.6,Low group
24,23,21,0.6,Low group
5,12,22,0.6,Low group
-1,-4,-8,0.6,Low group
2,7,15,0.6,Low group
18,14,8,0.6,Low group
8,4,0,0.6,Low group
-3,4,18,0.6,Low group
0,-5,-12,0.6,Low group
-14,-9,-2,0.6,Low group
0,-3,-8,0.6,Low group
-2,-9,-19,0.6,Low group
-9,-5,1,0.6,Low group
-9,-5,1,0.6,Low group
0,7,20,0.6,Low group
-19,-17,-12,0.6,Low group
28,24,20,0.6,Low group
22,15,6,0.6,Low group
-2,-2,-1,0.6,Low group
-23,-19,-12,0.6,Low group
-26,-23,-19,0.6,Low group
7,7,8,0.6,Low group
-16,-12,-6,0.6,Low group
0,5,14,0.6,Low group
-14,-17,-20,0.6,Low group
-5,2,15,0.6,Low group
15,8,-2,0.6,Low group
7,5,2,0.6,Low group
-12,-18,-25,0.6,Low group
27,24,20,0.6,Low group
15,10,1,0.6,Low group
29,24,18,0.6,Low group
-28,-26,-23,0.6,Low group
-12,-9,-4,0.6,Low group
2,0,-3,0.6,Low group
-25,-24,-22,0.6,Low group
5,12,24,0.6,Low group
-17,-17,-16,0.6,Low group
8,0,-10,0.6,Low group
2,7,15,0.6,Low group
0,6,17,0.6,Low group
7,0,-13,0.6,Low group
-2,6,21,0.6,Low group
11,11,10,0.6,Low group
-23,-20,-16,0.6,Low group
-9,-11,-15,0.6,Low group
-26,-24,-20,0.6,Low group
22,16,8,0.6,Low group
7,8,10,0.6,Low group
-19,-20,-20,0.6,Low group
2,-5,-16,0.6,Low group
-23,-22,-19,0.6,Low group
-5,-1,6,0.6,Low group
24,19,11,0.6,Low group
-5,-12,-23,0.6,Low group
-13,-16,-20,0.6,Low group
0,-5,-12,0.6,Low group
-16,-9,1,0.6,Low group
-28,-27,-24,0.6,Low group
18,12,6,0.6,Low group
-2,8,24,0.6,Low group
2,8,19,0.6,Low group
18,16,12,0.6,Low group
24,23,21,0.6,Low group
5,3,2,0.6,Low group
25,24,23,0.6,Low group
19,18,18,0.6,Low group
-21,-21,-21,0.6,Low group
-1,1,7,0.6,Low group
6,0,-10,0.6,Low group
8,0,-11,0.6,Low group
-17,-17,-17,0.6,Low group
1,-4,-11,0.6,Low group
-2,6,20,0.6,Low group
7,4,1,0.6,Low group
5,1,-4,0.6,Low group
1,2,5,0.6,Low group
-19,-14,-7,0.6,Low group
19,20,22,0.6,Low group
18,18,18,0.6,Low group
-6,-9,-13,0.6,Low group
5,1,-3,0.6,Low group
33,27,19,0.6,Low group
-1,0,2,0.6,Low group
-6,1,14,0.6,Low group
4,0,-4,0.6,Low group
-6,-4,0,0.6,Low group
7,4,0,0.6,Low group
16,11,4,0.6,Low group
-12,-17,-23,0.6,Low group
8,13,23,0.6,Low group
11,13,17,0.6,Low group
10,9,9,0.6,Low group
-2,-3,-4,0.6,Low group
-12,-5,4,0.6,Low group
-6,-13,-24,0.6,Low group
-18,-12,-2,0.6,Low group
33,27,19,0.6,Low group
17,13,7,0.6,Low group
12,9,5,0.6,Low group
-27,-24,-19,0.6,Low group
-27,-26,-24,0.6,Low group
28,26,24,0.6,Low group
-11,-8,-3,0.6,Low group
2,8,18,0.6,Low group
-3,-8,-15,0.6,Low group
5,-2,-14,0.6,Low group
-11,-7,0,0.6,Low group
3,-2,-11,0.6,Low group
-6,-5,-5,0.6,Low group
-19,-14,-6,0.6,Low group
-5,-2,2,0.6,Low group
10,12,16,0.6,Low group
2,10,23,0.6,Low group
14,15,18,0.6,Low group
1,6,13,0.6,Low group
-5,-12,-21,0.6,Low group
-1,1,5,0.6,Low group
-1,-7,-17,0.6,Low group
7,10,14,0.6,Low group
8,0,-12,0.6,Low group
0,7,19,0.6,Low group
-25,-21,-14,0.6,Low group
33,28,22,0.6,Low group
22,17,11,0.6,Low group
11,9,8,0.6,Low group
-13,-13,-12,0.6,Low group
-1,-4,-7,0.6,Low group
-4,-2,1,0.6,Low group
0,-6,-18,0.6,Low group
-12,-8,0,0.6,Low group
9,5,0,0.6,Low group
-2,-10,-20,0.6,Low group
18,15,11,0.6,Low group
-2,0,3,0.6,Low group
11,15,21,0.6,Low group
8,7,7,0.6,Low group
15,14,12,0.6,Low group
4,-2,-12,0.6,Low group
12,17,25,0.6,Low group
-24,-19,-11,0.6,Low group
13,10,7,0.6,Low group
-22,-23,-23,0.6,Low group
-3,-11,-23,0.6,Low group
11,10,9,0.6,Low group
-5,-12,-21,0.6,Low group
-18,-17,-16,0.6,Low group
7,3,-2,0.6,Low group
4,-1,-10,0.6,Low group
-17,-18,-18,0.6,Low group
-9,-11,-14,0.6,Low group
-10,-15,-21,0.6,Low group
14,12,9,0.6,Low group
19,15,11,0.6,Low group
-5,-11,-20,0.6,Low group
-4,-9,-17,0.6,Low group
-4,-5,-6,0.6,Low group
29,23,14,0.6,Low group
-3,-12,-23,0.6,Low group
-1,-3,-5,0.6,Low group
0,7,17,0.6,Low group
11,5,-3,0.6,Low group
-2,-10,-20,0.6,Low group
-28,-26,-24,0.6,Low group
9,12,18,0.6,Low group
-4,-4,-2,0.6,Low group
-11,-9,-6,0.6,Low group
8,1,-10,0.6,Low group
1,-3,-10,0.6,Low group
-4,-12,-22,0.6,Low group
-8,-13,-20,0.6,Low group
11,7,2,0.6,Low group
-24,-21,-17,0.6,Low group
-8,-5,0,0.6,Low group
14,8,0,0.6,Low group
-2,3,13,0.6,Low group
-19,-20,-21,0.6,Low group
-3,-9,-18,0.6,Low group
1,-6,-17,0.6,Low group
-2,-10,-20,0.6,Low group
2,0,-2,0.6,Low group
23,19,13,0.6,Low group
-19,-17,-14,0.6,Low group
-13,-6,4,0.6,Low group
-1,-6,-13,0.6,Low group
-22,-18,-13,0.6,Low group
23,17,7,0.6,Low group
4,1,-2,0.6,Low group
26,20,12,0.6,Low group
23,23,24,0.6,Low group
31,25,17,0.6,Low group
-8,-5,0,0.6,Low group
0,3,8,0.6,Low group
-12,-10,-5,0.6,Low group
12,7,1,0.6,Low group
-13,-15,-17,0.6,Low group
-6,-2,5,0.6,Low group
2,-4,-13,0.6,Low group
-11,-6,0,0.6,Low group
-13,-6,4,0.6,Low group
0,1,3,0.6,Low group
11,8,4,0.6,Low group
-6,-2,4,0.6,Low group
-22,-20,-17,0.6,Low group
6,13,24,0.6,Low group
-9,-6,-1,0.6,Low group
32,28,24,0.6,Low group
0,-3,-8,0.6,Low group
0,-8,-19,0.6,Low group
18,17,16,0.6,Low group
-3,-3,-1,0.6,Low group
-26,-25,-23,0.6,Low group
18,20,23,0.6,Low group
29,24,18,0.6,Low group
18,20,23,0.6,Low group
0,7,18,0.6,Low group
-1,0,2,0.6,Low group
-12,-14,-16,0.6,Low group
13,17,25,0.6,Low group
22,21,21,0.6,Low group
-20,-16,-10,0.6,Low group
-5,2,14,0.6,Low group
-9,-8,-8,0.6,Low group
16,8,-1,0.6,Low group
10,9,10,0.6,Low group
-6,0,11,0.6,Low group
-3,-3,-3,0.6,Low group
0,6,17,0.6,Low group
-9,-9,-8,0.6,Low group
-13,-15,-19,0.6,Low group
-14,-13,-11,0.6,Low group
0,2,6,0.6,Low group
0,-5,-12,0.6,Low group
-6,0,9,0.6,Low group
-1,-5,-10,0.6,Low group
0,-3,-8,0.6,Low group
24,19,12,0.6,Low group
-21,-19,-15,0.6,Low group
17,17,18,0.6,Low group
-2,-6,-12,0.6,Low group
20,20,20,0.6,Low group
-14,-18,-22,0.6,Low group
-21,-21,-21,0.6,Low group
-19,-18,-16,0.6,Low group
-7,-14,-25,0.6,Low group
-7,-2,5,0.6,Low group
19,17,14,0.6,Low group
6,10,17,0.6,Low group
-15,-18,-22,0.6,Low group
6,13,24,0.6,Low group
29,24,18,0.6,Low group
-6,-3,1,0.6,Low group
-1,-8,-17,0.6,Low group
-6,-11,-18,0.6,Low group
-23,-19,-12,0.6,Low group
-7,-6,-5,0.6,Low group
-7,0,11,0.6,Low group
-6,-10,-16,0.6,Low group
-9,-10,-11,0.6,Low group
5,9,14,0.6,Low group
4,12,23,0.6,Low group
-13,-13,-12,0.6,Low group
25,20,13,0.6,Low group
-14,-13,-12,0.6,Low group
-2,7,22,0.6,Low group
10,8,5,0.6,Low group
-17,-16,-13,0.6,Low group
-15,-15,-12,0.6,Low group
-18,-19,-21,0.6,Low group
19,12,2,0.6,Low group
-4,0,6,0.6,Low group
2,6,12,0.6,Low group
-22,-20,-16,0.6,Low group
0,5,16,0.6,Low group
-6,-1,6,0.6,Low group
-5,-10,-17,0.6,Low group
-2,-10,-21,0.6,Low group
3,-5,-18,0.6,Low group
-17,-15,-11,0.6,Low group
-6,-9,-14,0.6,Low group
-12,-17,-23,0.6,Low group
9,6,2,0.6,Low group
7,14,25,0.6,Low group
-13,-17,-21,0.6,Low group
-7,-6,-4,0.6,Low group
17,12,4,0.6,Low group
-15,-18,-21,0.6,Low group
-14,-15,-16,0.6,Low group
15,15,16,0.6,Low group
28,22,14,0.6,Low group
-20,-20,-21,0.6,Low group
20,15,8,0.6,Low group
2,-2,-9,0.6,Low group
-16,-17,-17,0.6,Low group
9,7,5,0.6,Low group
19,20,22,0.6,Low group
-15,-11,-4,0.6,Low group
31,28,24,0.6,Low group
-18,-16,-11,0.6,Low group
-20,-16,-11,0.6,Low group
6,12,21,0.6,Low group
-2,6,19,0.6,Low group
-11,-7,0,0.6,Low group
-18,-14,-8,0.6,Low group
-11,-6,2,0.6,Low group
-15,-18,-21,0.6,Low group
17,17,18,0.6,Low group
-2,7,22,0.6,Low group
20,15,8,0.6,Low group
9,9,9,0.6,Low group
11,16,24,0.6,Low group
1,-1,-5,0.6,Low group
24,18,8,0.6,Low group
15,16,19,0.6,Low group
0,-5,-14,0.6,Low group
-7,-4,1,0.6,Low group
-7,-8,-9,0.6,Low group
28,25,22,0.6,Low group
7,9,12,0.6,Low group
18,14,10,0.6,Low group
27,24,20,0.6,Low group
9,6,3,0.6,Low group
-7,0,12,0.6,Low group
11,16,24,0.6,Low group
-13,-8,0,0.6,Low group
8,9,10,0.6,Low group
-7,-13,-22,0.6,Low group
-12,-12,-12,0.6,Low group
-25,-24,-22,0.6,Low group
-12,-15,-19,0.6,Low group
7,4,1,0.6,Low group
-7,-8,-9,0.6,Low group
-6,-12,-21,0.6,Low group
-8,-7,-6,0.6,Low group
26,24,22,0.6,Low group
-14,-9,-1,0.6,Low group
1,-6,-16,0.6,Low group
-17,-11,-2,0.6,Low group
-5,-9,-14,0.6,Low group
-26,-24,-20,0.6,Low group
-8,-10,-12,0.6,Low group
9,9,9,0.6,Low group
15,11,6,0.6,Low group
-5,-9,-15,0.6,Low group
-7,-1,8,0.6,Low group
-6,-7,-7,0.6,Low group
25,19,12,0.6,Low group
-9,-13,-19,0.6,Low group
-14,-11,-5,0.6,Low group
-23,-23,-22,0.6,Low group
24,17,8,0.6,Low group
-2,-8,-17,0.6,Low group
18,20,24,0.6,Low group
0,0,0,0.6,Low group
26,24,22,0.6,Low group
10,10,10,0.6,Low group
-19,-20,-21,0.6,Low group
10,12,15,0.6,Low group
21,19,17,0.6,Low group
29,24,18,0.6,Low group
-2,-3,-4,0.6,Low group
10,14,19,0.6,Low group
-25,-23,-19,0.6,Low group
0,-10,-23,0.6,Low group
8,7,7,0.6,Low group
1,-7,-19,0.6,Low group
10,7,2,0.6,Low group
-2,-1,0,0.6,Low group
-16,-18,-22,0.6,Low group
-4,3,15,0.6,Low group
-31,-29,-25,0.6,Low group
-3,-1,2,0.6,Low group
-27,-24,-19,0.6,Low group
-11,-10,-9,0.6,Low group
-18,-17,-16,0.6,Low group
-15,-17,-18,0.6,Low group
9,4,-1,0.6,Low group
24,22,21,0.6,Low group
-14,-13,-11,0.6,Low group
14,18,24,0.6,Low group
17,10,0,0.6,Low group
6,-1,-11,0.6,Low group
23,19,14,0.6,Low group
-14,-14,-15,0.6,Low group
8,13,22,0.6,Low group
-12,-11,-8,0.6,Low group
4,5,8,0.6,Low group
-13,-15,-18,0.6,Low group
0,-3,-7,0.6,Low group
0,1,3,0.6,Low group
-1,-9,-21,0.6,Low group
6,-1,-14,0.6,Low group
20,21,21,0.6,Low group
-6,-2,2,0.6,Low group
21,15,7,0.6,Low group
2,8,17,0.6,Low group
6,2,-1,0.6,Low group
-15,-10,-3,0.6,Low group
-3,-9,-17,0.6,Low group
-19,-17,-12,0.6,Low group
19,12,2,0.6,Low group
5,1,-4,0.6,Low group
34,30,25,0.6,Low group
-8,-11,-15,0.6,Low group
-14,-13,-10,0.6,Low group
17,12,6,0.6,Low group
-6,0,9,0.6,Low group
-1,-3,-6,0.6,Low group
-30,-28,-24,0.6,Low group
-25,-21,-14,0.6,Low group
22,16,7,0.6,Low group
0,9,25,0.6,Low group
-11,-14,-18,0.6,Low group
12,5,-5,0.6,Low group
9,13,19,0.6,Low group
2,-3,-11,0.6,Low group
9,6,2,0.6,Low group
16,10,1,0.6,Low group
-8,-1,9,0.6,Low group
15,14,12,0.6,Low group
15,10,2,0.6,Low group
-24,-22,-18,0.6,Low group
-12,-14,-17,0.6,Low group
27,25,24,0.6,Low group
4,6,9,0.6,Low group
7,2,-3,0.6,Low group
21,19,16,0.6,Low group
-6,-2,3,0.6,Low group
9,10,14,0.6,Low group
20,20,20,0.6,Low group
-10,-5,3,0.6,Low group
14,13,12,0.6,Low group
4,-3,-14,0.6,Low group
17,16,15,0.6,Low group
21,17,12,0.6,Low group
7,8,10,0.6,Low group
16,17,18,0.6,Low group
3,4,7,0.6,Low group
-22,-18,-13,0.6,Low group
-14,-18,-23,0.6,Low group
17,14,10,0.6,Low group
1,-5,-16,0.6,Low group
7,14,25,0.6,Low group
6,6,6,0.6,Low group
0,-1,-3,0.6,Low group
9,2,-6,0.6,Low group
6,8,11,0.6,Low group
-9,-10,-11,0.6,Low group
0,-7,-16,0.6,Low group
-15,-16,-15,0.6,Low group
3,4,5,0.6,Low group
-9,-7,-5,0.6,Low group
-1,-2,-3,0.6,Low group
11,7,3,0.6,Low group
-7,-2,5,0.6,Low group
8,2,-7,0.6,Low group
14,10,4,0.6,Low group
15,8,0,0.6,Low group
9,9,9,0.6,Low group
6,13,24,0.6,Low group
16,13,9,0.6,Low group
29,24,18,0.6,Low group
-9,-10,-10,0.6,Low group
6,10,17,0.6,Low group
-13,-10,-5,0.6,Low group
13,5,-6,0.6,Low group
-11,-8,-3,0.6,Low group
0,7,21,0.6,Low group
-1,5,16,0.6,Low group
4,10,21,0.6,Low group
21,19,18,0.6,Low group
9,1,-10,0.6,Low group
10,11,13,0.6,Low group
-16,-17,-17,0.6,Low group
-1,0,4,0.6,Low group
17,13,7,0.6,Low group
-1,-2,-3,0.6,Low group
6,1,-5,0.6,Low group
-8,-9,-10,0.6,Low group
10,3,-5,0.6,Low group
-19,-14,-7,0.6,Low group
-2,3,13,0.6,Low group
11,15,20,0.6,Low group
10,7,3,0.6,Low group
18,20,24,0.6,Low group
-15,-18,-21,0.6,Low group
15,9,0,0.6,Low group
-1,8,24,0.6,Low group
-15,-11,-6,0.6,Low group
3,2,1,0.6,Low group
23,22,21,0.6,Low group
-8,-3,4,0.6,Low group
-5,-8,-13,0.6,Low group
6,8,12,0.6,Low group
-13,-15,-19,0.6,Low group
0,-5,-11,0.6,Low group
13,12,13,0.6,Low group
10,10,12,0.6,Low group
11,4,-6,0.6,Low group
-15,-15,-14,0.6,Low group
-22,-18,-10,0.6,Low group
10,9,7,0.6,Low group
25,20,13,0.6,Low group
11,12,14,0.6,Low group
-23,-24,-24,0.6,Low group
-4,-9,-15,0.6,Low group
-14,-14,-12,0.6,Low group
5,7,10,0.6,Low group
-21,-22,-23,0.6,Low group
12,12,13,0.6,Low group
-10,-8,-5,0.6,Low group
-13,-11,-8,0.6,Low group
7,4,2,0.6,Low group
9,8,8,0.6,Low group
-9,-1,11,0.6,Low group
-17,-12,-3,0.6,Low group
30,27,23,0.6,Low group
3,4,7,0.6,Low group
4,0,-7,0.6,Low group
18,15,11,0.6,Low group
-5,-1,6,0.6,Low group
-4,0,10,0.6,Low group
20,19,20,0.6,Low group
-14,-8,1,0.6,Low group
15,9,0,0.6,Low group
-10,-5,2,0.6,Low group
13,17,24,0.6,Low group
-2,-4,-5,0.6,Low group
24,22,19,0.6,Low group
14,14,16,0.6,Low group
11,12,13,0.6,Low group
-5,-8,-11,0.6,Low group
9,3,-4,0.6,Low group
12,5,-3,0.6,Low group
-14,-12,-10,0.6,Low group
-8,-1,9,0.6,Low group
-2,-7,-14,0.6,Low group
-12,-5,5,0.6,Low group
-7,-10,-14,0.6,Low group
-14,-15,-17,0.6,Low group
31,28,24,0.6,Low group
-10,-15,-21,0.6,Low group
-11,-16,-24,0.6,Low group
25,22,19,0.6,Low group
0,-8,-21,0.6,Low group
11,12,12,0.6,Low group
-21,-19,-15,0.6,Low group
29,24,16,0.6,Low group
8,7,7,0.6,Low group
-25,-22,-16,0.6,Low group
0,2,6,0.6,Low group
6,9,15,0.6,Low group
13,14,16,0.6,Low group
-10,-3,8,0.6,Low group
-8,-3,6,0.6,Low group
-30,-27,-23,0.6,Low group
21,19,18,0.6,Low group
13,12,11,0.6,Low group
-7,-11,-17,0.6,Low group
8,1,-7,0.6,Low group
29,23,14,0.6,Low group
-20,-19,-15,0.6,Low group
35,30,23,0.6,Low group
-9,-2,7,0.6,Low group
5,6,8,0.6,Low group
-13,-18,-24,0.6,Low group
15,15,15,0.6,Low group
-8,-4,2,0.6,Low group
15,14,12,0.6,Low group
-28,-26,-23,0.6,Low group
-17,-14,-10,0.6,Low group
36,31,24,0.6,Low group
5,10,19,0.6,Low group
24,23,23,0.6,Low group
-4,-1,2,0.6,Low group
-14,-17,-21,0.6,Low group
8,6,5,0.6,Low group
-1,-9,-19,0.6,Low group
-17,-15,-10,0.6,Low group
-21,-17,-10,0.6,Low group
12,4,-7,0.6,Low group
-7,-11,-16,0.6,Low group
6,1,-3,0.6,Low group
-4,-8,-15,0.6,Low group
7,3,-1,0.6,Low group
-20,-16,-8,0.6,Low group
-19,-21,-23,0.6,Low group
-9,-1,10,0.6,Low group
25,20,15,0.6,Low group
-16,-13,-7,0.6,Low group
-1,-8,-19,0.6,Low group
-10,-15,-22,0.6,Low group
-2,-10,-22,0.6,Low group
-5,-13,-24,0.6,Low group
2,-5,-17,0.6,Low group
3,0,-3,0.6,Low group
-8,-11,-15,0.6,Low group
-19,-17,-13,0.6,Low group
-19,-16,-11,0.6,Low group
0,-9,-21,0.6,Low group
-8,-13,-20,0.6,Low group
-15,-11,-5,0.6,Low group
15,14,13,0.6,Low group
-10,-4,6,0.6,Low group
-15,-9,1,0.6,Low group
2,4,9,0.6,Low group
-12,-5,5,0.6,Low group
-10,-11,-11,0.6,Low group
14,11,6,0.6,Low group
-12,-17,-24,0.6,Low group
6,5,5,0.6,Low group
27,21,14,0.6,Low group
-5,-5,-5,0.6,Low group
21,17,12,0.6,Low group
9,8,7,0.6,Low group
2,5,9,0.6,Low group
14,18,24,0.6,Low group
15,17,22,0.6,Low group
-8,-3,3,0.6,Low group
15,18,23,0.6,Low group
4,5,8,0.6,Low group
17,15,12,0.6,Low group
-19,-15,-8,0.6,Low group
22,22,24,0.6,Low group
-7,-7,-5,0.6,Low group
-14,-17,-20,0.6,Low group
-10,-2,9,0.6,Low group
-18,-17,-15,0.6,Low group
21,17,11,0.6,Low group
-6,-10,-16,0.6,Low group
30,28,24,0.6,Low group
28,24,20,0.6,Low group
12,15,21,0.6,Low group
-10,-11,-12,0.6,Low group
29,24,17,0.6,Low group
-10,-9,-5,0.6,Low group
-21,-22,-21,0.6,Low group
-12,-12,-11,0.6,Low group
5,8,12,0.6,Low group
-4,-10,-20,0.6,Low group
-8,-5,0,0.6,Low group
34,29,23,0.6,Low group
11,3,-7,0.6,Low group
1,4,9,0.6,Low group
-14,-10,-5,0.6,Low group
23,16,7,0.6,Low group
-10,-3,6,0.6,Low group
2,3,5,0.6,Low group
2,-4,-15,0.6,Low group
-18,-14,-9,0.6,Low group
-13,-9,-1,0.6,Low group
-19,-20,-21,0.6,Low group
-6,-13,-22,0.6,Low group
15,10,2,0.6,Low group
17,15,12,0.6,Low group
-27,-23,-18,0.6,Low group
15,8,-1,0.6,Low group
-1,0,2,0.6,Low group
-19,-20,-20,0.6,Low group
-14,-13,-12,0.6,Low group
-7,-11,-17,0.6,Low group
25,23,20,0.6,Low group
-3,-3,-4,0.6,Low group
-12,-6,1,0.6,Low group
3,3,4,0.6,Low group
-2,3,12,0.6,Low group
-16,-11,-2,0.6,Low group
17,13,7,0.6,Low group
-6,-13,-23,0.6,Low group
7,14,24,0.6,Low group
-22,-20,-18,0.6,Low group
9,15,25,0.6,Low group
10,2,-7,0.6,Low group
-11,-8,-4,0.6,Low group
-11,-12,-11,0.6,Low group
-17,-15,-11,0.6,Low group
-2,-5,-8,0.6,Low group
-11,-14,-17,0.6,Low group
14,10,5,0.6,Low group
15,9,0,0.6,Low group
-21,-17,-10,0.6,Low group
-14,-9,-2,0.6,Low group
-15,-12,-6,0.6,Low group
-9,-14,-21,0.6,Low group
7,8,11,0.6,Low group
-12,-5,4,0.6,Low group
-3,0,3,0.6,Low group
8,10,14,0.6,Low group
8,11,16,0.6,Low group
-10,-6,0,0.6,Low group
-17,-12,-4,0.6,Low group
-5,-8,-11,0.6,Low group
-2,7,22,0.6,Low group
12,5,-4,0.6,Low group
-16,-19,-22,0.6,Low group
-10,-14,-19,0.6,Low group
-7,-10,-15,0.6,Low group
22,16,9,0.6,Low group
-27,-25,-21,0.6,Low group
5,-1,-11,0.6,Low group
-11,-9,-4,0.6,Low group
11,6,0,0.6,Low group
19,14,8,0.6,Low group
1,3,8,0.6,Low group
-6,0,12,0.6,Low group
11,8,3,0.6,Low group
17,12,6,0.6,Low group
-16,-17,-17,0.6,Low group
6,0,-10,0.6,Low group
0,-9,-22,0.6,Low group
17,10,1,0.6,Low group
-24,-20,-14,0.6,Low group
3,2,2,0.6,Low group
1,9,22,0.6,Low group
5,3,1,0.6,Low group
0,-1,-4,0.6,Low group
3,-3,-12,0.6,Low group
5,-2,-13,0.6,Low group
0,-4,-11,0.6,Low group
-9,-11,-14,0.6,Low group
-10,-9,-5,0.6,Low group
-18,-21,-24,0.6,Low group
-13,-11,-6,0.6,Low group
9,9,10,0.6,Low group
9,6,2,0.6,Low group
33,29,23,0.6,Low group
-10,-4,5,0.6,Low group
-8,-6,-2,0.6,Low group
22,21,20,0.6,Low group
-17,-12,-4,0.6,Low group
28,23,15,0.6,Low group
-2,0,2,0.6,Low group
2,5,11,0.6,Low group
2,4,9,0.6,Low group
21,17,12,0.6,Low group
-5,-12,-22,0.6,Low group
-25,-24,-22,0.6,Low group
-20,-19,-16,0.6,Low group
-13,-8,0,0.6,Low group
29,25,19,0.6,Low group
5,5,5,0.6,Low group
24,21,17,0.6,Low group
27,26,25,0.6,Low group
10,15,23,0.6,Low group
-8,0,12,0.6,Low group
0,-4,-11,0.6,Low group
